,loc,v(g),ev(g),iv(g),v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects,complex_by_line,code_by_cmtblank,lines,Opratio,Opndratio
5044,4.0,1.0,1.0,1.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,0.75,0.0,3.0,1.0,1.0
9420,123.0,11.0,1.0,7.0,1636.21,0.04,28.25,57.92,46222.9,0.55,2567.94,64.0,41.0,16.0,20.0,40.0,164.0,113.0,21.0,0,0.15447154471544716,1.1228070175438596,93.5,0.12195121951219512,0.35398230088495575
2681,22.0,4.0,3.0,1.0,267.19,0.07,13.54,19.74,3617.33,0.09,200.96,18.0,0.0,2.0,16.0,13.0,33.0,22.0,7.0,0,0.36363636363636365,9.0,20.0,0.48484848484848486,0.5909090909090909
3250,12.0,3.0,3.0,2.0,158.12,0.12,8.67,18.25,1370.4,0.05,76.13,8.0,0.0,2.0,12.0,9.0,23.0,13.0,5.0,0,0.6666666666666666,4.0,10.0,0.5217391304347826,0.6923076923076923
4598,39.0,4.0,1.0,2.0,320.0,0.08,12.5,25.6,4000.0,0.11,222.22,30.0,0.0,7.0,16.0,16.0,39.0,25.0,5.0,0,0.1794871794871795,4.285714285714286,34.5,0.41025641025641024,0.64
10488,133.0,10.0,1.0,10.0,4594.5,0.02,46.68,98.43,214455.18,1.53,11914.18,82.0,3.0,37.0,23.0,68.0,430.0,276.0,19.0,0,0.15789473684210525,2.05,107.5,0.053488372093023255,0.2463768115942029
10766,4.0,1.0,1.0,1.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2.0,0.0,0.0,5.0,4.0,6.0,4.0,1.0,0,0.75,0.0,3.0,0.8333333333333334,1.0
9261,13.0,2.0,1.0,2.0,76.11,0.27,3.75,20.3,285.4,0.03,15.86,10.0,0.0,1.0,5.0,6.0,13.0,9.0,3.0,0,0.38461538461538464,10.0,11.5,0.38461538461538464,0.6666666666666666
4553,17.0,1.0,1.0,1.0,258.64,0.16,6.23,41.51,1611.57,0.09,89.53,10.0,0.0,4.0,9.0,13.0,40.0,18.0,1.0,0,0.17647058823529413,2.5,13.5,0.225,0.7222222222222222
7299,26.0,6.0,5.0,3.0,276.9,0.09,11.2,24.72,3101.34,0.09,172.3,22.0,0.0,2.0,14.0,15.0,33.0,24.0,11.0,0,0.5384615384615384,11.0,24.0,0.42424242424242425,0.625
7182,47.0,4.0,3.0,2.0,390.14,0.07,14.57,26.77,5684.85,0.13,315.82,30.0,8.0,4.0,12.0,14.0,49.0,34.0,7.0,0,0.19148936170212766,2.5,38.5,0.24489795918367346,0.4117647058823529
2234,11.0,2.0,1.0,2.0,127.44,0.24,4.08,31.21,520.37,0.04,28.91,7.0,0.0,2.0,7.0,12.0,16.0,14.0,3.0,0,0.45454545454545453,3.5,9.0,0.4375,0.8571428571428571
2655,46.0,5.0,4.0,3.0,548.01,0.07,15.0,36.53,8220.18,0.18,456.68,37.0,2.0,5.0,15.0,21.0,64.0,42.0,9.0,0,0.2608695652173913,5.285714285714286,41.5,0.234375,0.5
11,83.0,11.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1,0.3373493975903614,0.0,41.5,0.0,0.0
4434,111.0,22.0,1.0,18.0,1426.4,0.04,23.61,60.41,33680.49,0.48,1871.14,88.0,15.0,6.0,26.0,49.0,140.0,89.0,35.0,0,0.36936936936936937,4.190476190476191,99.5,0.18571428571428572,0.550561797752809
5396,5.0,1.0,1.0,1.0,24.0,0.33,3.0,8.0,72.0,0.01,4.0,2.0,0.0,0.0,6.0,2.0,6.0,2.0,1.0,0,0.6,0.0,3.5,1.0,1.0
1250,8.0,1.0,1.0,1.0,55.35,0.44,2.29,24.22,126.52,0.02,7.03,4.0,0.0,2.0,4.0,7.0,8.0,8.0,1.0,1,0.375,2.0,6.0,0.5,0.875
4606,49.0,3.0,1.0,2.0,1100.18,0.05,18.21,60.4,20039.08,0.37,1113.28,37.0,0.0,9.0,17.0,35.0,118.0,75.0,5.0,0,0.12244897959183673,4.111111111111111,43.0,0.1440677966101695,0.4666666666666667
10648,12.0,2.0,1.0,2.0,110.36,0.14,7.31,15.09,807.02,0.04,44.83,7.0,0.0,3.0,9.0,8.0,14.0,13.0,3.0,0,0.4166666666666667,2.3333333333333335,9.5,0.6428571428571429,0.6153846153846154
8410,20.0,1.0,1.0,1.0,301.19,0.09,11.2,26.89,3373.38,0.1,187.41,16.0,0.0,4.0,14.0,15.0,38.0,24.0,1.0,0,0.15,4.0,18.0,0.3684210526315789,0.625
10127,38.0,7.0,1.0,3.0,594.69,0.07,15.29,38.9,9091.87,0.2,505.1,32.0,0.0,4.0,15.0,26.0,58.0,53.0,13.0,0,0.2894736842105263,8.0,35.0,0.25862068965517243,0.49056603773584906
1565,355.0,88.0,66.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,1,0.6647887323943662,0.0,177.5,0.0,0.0
7908,4.0,1.0,1.0,1.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,0,0.75,0.0,3.0,1.0,1.0
839,12.0,4.0,1.0,2.0,203.56,0.11,8.71,23.38,1772.67,0.07,98.48,8.0,0.0,2.0,11.0,12.0,26.0,19.0,7.0,1,0.5833333333333334,4.0,10.0,0.4230769230769231,0.631578947368421
10383,7.0,2.0,1.0,1.0,38.04,0.25,4.0,9.51,152.16,0.01,8.45,4.0,0.0,0.0,6.0,3.0,8.0,4.0,3.0,0,0.5714285714285714,0.0,5.5,0.75,0.75
2697,9.0,1.0,1.0,1.0,60.94,0.5,2.0,30.47,121.89,0.02,6.77,4.0,2.0,1.0,4.0,8.0,9.0,8.0,1.0,0,0.3333333333333333,1.3333333333333333,6.5,0.4444444444444444,1.0
10811,4.0,1.0,1.0,1.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,4.0,4.0,5.0,4.0,1.0,0,0.75,0.0,3.0,0.8,1.0
4112,61.0,4.0,1.0,3.0,707.82,0.06,18.0,39.32,12740.7,0.24,707.82,46.0,0.0,13.0,16.0,24.0,79.0,54.0,7.0,0,0.13114754098360656,3.5384615384615383,53.5,0.20253164556962025,0.4444444444444444
10257,211.0,20.0,5.0,9.0,6198.16,0.02,58.74,105.51,364106.03,2.07,20228.11,179.0,5.0,25.0,24.0,86.0,493.0,421.0,39.0,0,0.16113744075829384,5.966666666666667,195.0,0.0486815415821501,0.2042755344418052
3631,352.0,8.0,1.0,8.0,7802.26,0.03,33.18,235.18,258849.82,2.6,14380.55,205.0,93.0,50.0,23.0,139.0,662.0,401.0,15.0,0,0.048295454545454544,1.4335664335664335,278.5,0.03474320241691843,0.34663341645885287
3482,30.0,1.0,1.0,1.0,528.54,0.11,9.04,58.49,4775.74,0.18,265.32,16.0,0.0,5.0,11.0,28.0,54.0,46.0,1.0,0,0.1,3.2,23.0,0.2037037037037037,0.6086956521739131
4747,27.0,15.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0,1.1111111111111112,0.0,13.5,0.0,0.0
7128,16.0,2.0,1.0,2.0,162.52,0.19,5.23,31.07,850.08,0.05,47.23,12.0,0.0,2.0,8.0,13.0,20.0,17.0,3.0,0,0.3125,6.0,14.0,0.4,0.7647058823529411
4791,74.0,15.0,13.0,4.0,1174.22,0.04,28.55,41.13,33520.42,0.39,1862.25,59.0,2.0,11.0,21.0,32.0,118.0,87.0,29.0,0,0.43243243243243246,4.538461538461538,66.5,0.17796610169491525,0.367816091954023
6582,96.0,5.0,1.0,5.0,1783.46,0.05,20.31,87.8,36226.46,0.59,2012.58,65.0,27.0,4.0,20.0,64.0,149.0,130.0,9.0,0,0.11458333333333333,2.096774193548387,80.5,0.1342281879194631,0.49230769230769234
1547,201.0,32.0,17.0,3.0,3218.71,0.02,61.46,52.37,197816.48,1.07,10989.8,161.0,21.0,19.0,25.0,48.0,284.0,236.0,63.0,1,0.25870646766169153,4.025,181.0,0.0880281690140845,0.2033898305084746
4897,22.0,11.0,10.0,2.0,452.36,0.1,10.5,43.08,4749.82,0.15,263.88,18.0,0.0,2.0,14.0,26.0,46.0,39.0,21.0,0,1.0454545454545454,9.0,20.0,0.30434782608695654,0.6666666666666666
1227,28.0,9.0,1.0,8.0,549.19,0.06,17.06,32.18,9370.47,0.18,520.58,24.0,1.0,1.0,21.0,24.0,61.0,39.0,17.0,1,0.6428571428571429,12.0,26.0,0.3442622950819672,0.6153846153846154
1469,18.0,2.0,1.0,2.0,196.21,0.11,9.0,21.8,1765.93,0.07,98.11,12.0,0.0,4.0,12.0,10.0,29.0,15.0,3.0,1,0.2777777777777778,3.0,15.0,0.41379310344827586,0.6666666666666666
9703,81.0,9.0,8.0,7.0,1379.09,0.05,20.4,67.6,28133.41,0.46,1562.97,50.0,15.0,13.0,20.0,50.0,123.0,102.0,17.0,0,0.2962962962962963,1.7857142857142858,65.5,0.16260162601626016,0.49019607843137253
6681,5.0,1.0,1.0,1.0,25.27,0.5,2.0,12.63,50.53,0.01,2.81,3.0,0.0,0.0,4.0,3.0,6.0,3.0,1.0,0,0.6,0.0,4.0,0.6666666666666666,1.0
3688,50.0,8.0,7.0,6.0,764.32,0.06,16.69,45.81,12752.83,0.25,708.49,31.0,9.0,8.0,17.0,27.0,87.0,53.0,15.0,0,0.42,1.8235294117647058,40.5,0.19540229885057472,0.5094339622641509
5360,21.0,10.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0,1.0,0.0,10.5,0.0,0.0
7952,22.0,4.0,4.0,2.0,312.48,0.05,18.55,16.85,5795.05,0.1,321.95,18.0,0.0,2.0,17.0,11.0,41.0,24.0,7.0,0,0.45454545454545453,9.0,20.0,0.4146341463414634,0.4583333333333333
6147,5.0,1.0,1.0,1.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,0,0.6,2.0,3.5,1.0,1.0
2913,4.0,1.0,1.0,1.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,0.75,0.0,3.0,1.0,1.0
7316,11.0,3.0,3.0,1.0,152.93,0.12,8.33,18.35,1274.38,0.05,70.8,8.0,0.0,1.0,10.0,9.0,21.0,15.0,5.0,0,0.6363636363636364,8.0,9.5,0.47619047619047616,0.6
633,58.0,1.0,1.0,1.0,679.08,0.43,2.32,292.71,1575.46,0.23,87.53,29.0,5.0,22.0,4.0,50.0,60.0,58.0,1.0,1,0.05172413793103448,1.0740740740740742,43.5,0.06666666666666667,0.8620689655172413
2975,11.0,5.0,3.0,3.0,163.5,0.07,14.4,11.35,2354.38,0.05,130.8,9.0,0.0,0.0,12.0,5.0,28.0,12.0,9.0,0,1.0,0.0,10.0,0.42857142857142855,0.4166666666666667
2229,8.0,1.0,1.0,1.0,58.81,0.24,4.2,14.0,247.0,0.02,13.72,5.0,0.0,1.0,6.0,5.0,10.0,7.0,1.0,0,0.375,5.0,6.5,0.6,0.7142857142857143
6880,36.0,4.0,4.0,3.0,395.0,0.06,15.5,25.48,6122.5,0.13,340.14,25.0,1.0,6.0,16.0,16.0,48.0,31.0,7.0,0,0.3055555555555556,3.5714285714285716,30.5,0.3333333333333333,0.5161290322580645
5741,38.0,2.0,1.0,2.0,387.97,0.09,11.42,33.96,4431.82,0.13,246.21,22.0,4.0,9.0,9.0,13.0,54.0,33.0,3.0,0,0.13157894736842105,1.6923076923076923,30.0,0.16666666666666666,0.3939393939393939
9900,15.0,3.0,1.0,2.0,110.36,0.16,6.19,17.84,682.86,0.04,37.94,11.0,1.0,1.0,9.0,8.0,16.0,11.0,5.0,0,0.4,5.5,13.0,0.5625,0.7272727272727273
2534,10.0,1.0,1.0,1.0,39.86,0.21,4.67,8.54,186.03,0.01,10.33,4.0,1.0,3.0,7.0,3.0,8.0,4.0,1.0,0,0.3,1.0,7.0,0.875,0.75
6165,72.0,13.0,11.0,8.0,1150.98,0.04,27.45,41.93,31596.19,0.38,1755.34,29.0,20.0,18.0,23.0,31.0,126.0,74.0,25.0,0,0.4444444444444444,0.7631578947368421,50.5,0.18253968253968253,0.4189189189189189
6027,58.0,10.0,6.0,5.0,1048.21,0.04,24.86,42.17,26055.53,0.35,1447.53,45.0,5.0,6.0,16.0,28.0,105.0,87.0,19.0,0,0.3620689655172414,4.090909090909091,51.5,0.1523809523809524,0.3218390804597701
5330,4.0,1.0,1.0,1.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,0.75,0.0,3.0,1.0,1.0
5069,32.0,8.0,1.0,8.0,423.73,0.07,13.75,30.82,5826.28,0.14,323.68,28.0,0.0,1.0,15.0,18.0,51.0,33.0,9.0,0,0.53125,28.0,30.0,0.29411764705882354,0.5454545454545454
1706,123.0,53.0,53.0,22.0,2911.6,0.02,56.76,51.3,165253.09,0.97,9180.73,84.0,18.0,18.0,25.0,37.0,321.0,168.0,105.0,1,1.0406504065040652,2.3333333333333335,103.5,0.0778816199376947,0.22023809523809523
30,14.0,2.0,1.0,2.0,129.27,0.19,5.2,24.86,672.19,0.04,37.34,8.0,1.0,3.0,8.0,10.0,18.0,13.0,3.0,1,0.35714285714285715,2.0,11.0,0.4444444444444444,0.7692307692307693
2502,14.0,4.0,3.0,2.0,169.92,0.09,10.83,15.68,1840.77,0.06,102.26,10.0,0.0,2.0,13.0,6.0,30.0,10.0,7.0,0,0.6428571428571429,5.0,12.0,0.43333333333333335,0.6
7735,7.0,1.0,1.0,1.0,48.43,0.28,3.6,13.45,174.36,0.02,9.69,4.0,0.0,1.0,6.0,5.0,8.0,6.0,1.0,0,0.42857142857142855,4.0,5.5,0.75,0.8333333333333334
5376,4.0,1.0,1.0,1.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,2.0,0.0,0.0,5.0,3.0,6.0,3.0,1.0,0,0.75,0.0,3.0,0.8333333333333334,1.0
8263,9.0,1.0,1.0,1.0,77.71,0.33,3.0,25.9,233.13,0.03,12.95,6.0,0.0,1.0,6.0,7.0,14.0,7.0,1.0,0,0.3333333333333333,6.0,7.5,0.42857142857142855,1.0
6633,8.0,2.0,1.0,2.0,92.0,0.26,3.89,23.66,357.78,0.03,19.88,6.0,0.0,0.0,7.0,9.0,13.0,10.0,3.0,0,0.625,0.0,7.0,0.5384615384615384,0.9
10313,24.0,5.0,5.0,1.0,196.2,0.08,11.81,16.61,2317.59,0.07,128.75,21.0,0.0,1.0,9.0,8.0,27.0,21.0,9.0,0,0.4583333333333333,21.0,22.5,0.3333333333333333,0.38095238095238093
5305,4.0,1.0,1.0,1.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2.0,0.0,0.0,4.0,2.0,4.0,2.0,1.0,0,0.75,0.0,3.0,1.0,1.0
2275,28.0,5.0,3.0,4.0,311.78,0.05,18.9,16.5,5892.59,0.1,327.37,20.0,4.0,2.0,14.0,10.0,41.0,27.0,9.0,0,0.42857142857142855,3.3333333333333335,24.0,0.34146341463414637,0.37037037037037035
559,23.0,4.0,3.0,2.0,262.57,0.07,14.54,18.06,3817.4,0.09,212.08,16.0,0.0,3.0,18.0,13.0,32.0,21.0,7.0,1,0.391304347826087,5.333333333333333,19.5,0.5625,0.6190476190476191
10659,7.0,2.0,1.0,2.0,55.51,0.21,4.67,11.89,259.02,0.02,14.39,4.0,0.0,1.0,7.0,6.0,7.0,8.0,3.0,0,0.7142857142857143,4.0,5.5,1.0,0.75
2889,4.0,1.0,1.0,1.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,0,0.75,0.0,3.0,1.0,1.0
1513,26.0,3.0,1.0,3.0,261.33,0.13,7.5,34.85,1960.07,0.09,108.89,21.0,0.0,2.0,10.0,14.0,36.0,21.0,4.0,1,0.2692307692307692,10.5,23.5,0.2777777777777778,0.6666666666666666
8982,4.0,1.0,1.0,1.0,36.54,0.4,2.5,14.62,91.35,0.01,5.08,2.0,0.0,0.0,5.0,5.0,6.0,5.0,1.0,0,0.75,0.0,3.0,0.8333333333333334,1.0
4239,13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.23076923076923078,0.0,6.5,0.0,0.0
1905,69.0,11.0,3.0,10.0,1010.59,0.04,26.74,37.8,27018.54,0.34,1501.03,64.0,0.0,3.0,9.0,17.0,114.0,101.0,21.0,1,0.34782608695652173,21.333333333333332,66.5,0.07894736842105263,0.16831683168316833
4810,27.0,3.0,1.0,2.0,270.51,0.08,13.3,20.34,3597.82,0.09,199.88,17.0,2.0,6.0,14.0,10.0,40.0,19.0,5.0,0,0.2222222222222222,2.125,22.0,0.35,0.5263157894736842
6802,17.0,3.0,1.0,2.0,356.7,0.08,13.0,27.44,4637.13,0.12,257.62,12.0,0.0,3.0,13.0,18.0,36.0,36.0,5.0,0,0.35294117647058826,4.0,14.5,0.3611111111111111,0.5
8976,5.0,1.0,1.0,1.0,62.91,0.4,2.5,25.16,157.27,0.02,8.74,3.0,0.0,0.0,5.0,8.0,9.0,8.0,1.0,0,0.6,0.0,4.0,0.5555555555555556,1.0
9533,34.0,8.0,6.0,5.0,457.69,0.08,12.93,35.38,5920.07,0.15,328.89,29.0,0.0,3.0,17.0,23.0,51.0,35.0,15.0,0,0.5588235294117647,9.666666666666666,31.5,0.3333333333333333,0.6571428571428571
9412,42.0,2.0,1.0,2.0,711.8,0.07,14.92,47.7,10620.8,0.24,590.04,33.0,2.0,5.0,21.0,38.0,67.0,54.0,3.0,0,0.11904761904761904,4.714285714285714,37.5,0.31343283582089554,0.7037037037037037
5452,4.0,1.0,1.0,1.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,0.75,0.0,3.0,1.0,1.0
3213,4.0,1.0,1.0,1.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,0,0.75,0.0,3.0,1.0,1.0
994,181.0,37.0,21.0,11.0,3366.68,0.02,59.33,56.75,199743.56,1.12,11096.86,137.0,18.0,15.0,23.0,44.0,328.0,227.0,73.0,1,0.3812154696132597,4.151515151515151,159.0,0.0701219512195122,0.19383259911894274
10175,22.0,1.0,1.0,1.0,290.05,0.1,10.0,29.0,2900.48,0.1,161.14,11.0,4.0,4.0,12.0,15.0,36.0,25.0,1.0,0,0.13636363636363635,1.375,16.5,0.3333333333333333,0.6
5692,49.0,6.0,1.0,6.0,484.48,0.07,14.45,33.53,7000.72,0.16,388.93,37.0,3.0,6.0,17.0,20.0,59.0,34.0,11.0,0,0.2653061224489796,4.111111111111111,43.0,0.288135593220339,0.5882352941176471
9961,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1.0,0.0,2.0,1.0,0.0
4893,15.0,1.0,1.0,1.0,145.95,0.11,8.75,16.68,1277.04,0.05,70.95,10.0,0.0,3.0,10.0,8.0,21.0,14.0,1.0,0,0.2,3.3333333333333335,12.5,0.47619047619047616,0.5714285714285714
9901,36.0,6.0,4.0,6.0,417.79,0.08,12.19,34.28,5091.77,0.14,282.88,25.0,4.0,5.0,13.0,16.0,56.0,30.0,11.0,0,0.4444444444444444,2.7777777777777777,30.5,0.23214285714285715,0.5333333333333333
9393,58.0,8.0,1.0,8.0,1353.23,0.04,27.66,48.93,37426.49,0.45,2079.25,43.0,3.0,7.0,22.0,35.0,144.0,88.0,15.0,0,0.29310344827586204,4.3,50.5,0.1527777777777778,0.3977272727272727
1777,71.0,5.0,1.0,2.0,1189.17,0.03,30.89,38.5,36728.37,0.4,2040.46,46.0,13.0,12.0,23.0,35.0,109.0,94.0,9.0,1,0.11267605633802817,1.84,58.5,0.21100917431192662,0.3723404255319149
5632,38.0,3.0,1.0,3.0,447.7,0.09,11.76,38.06,5265.77,0.15,292.54,23.0,3.0,8.0,13.0,21.0,50.0,38.0,5.0,0,0.18421052631578946,2.090909090909091,30.5,0.26,0.5526315789473685
3820,5.0,1.0,1.0,1.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,1.0,4.0,3.0,4.0,3.0,1.0,0,0.6,2.0,3.5,1.0,1.0
1701,37.0,3.0,1.0,2.0,765.0,0.04,27.5,27.82,21037.5,0.26,1168.75,29.0,0.0,5.0,16.0,16.0,98.0,55.0,5.0,1,0.16216216216216217,5.8,33.0,0.16326530612244897,0.2909090909090909
3475,127.0,3.0,1.0,1.0,2627.85,0.04,28.15,93.34,73984.09,0.88,4110.22,94.0,14.0,16.0,20.0,65.0,227.0,183.0,5.0,0,0.03937007874015748,3.1333333333333333,110.5,0.0881057268722467,0.3551912568306011
4968,4.0,1.0,1.0,1.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0,0.75,0.0,3.0,1.0,1.0
8860,12.0,3.0,3.0,2.0,125.34,0.1,10.21,12.27,1280.22,0.04,71.12,8.0,0.0,2.0,13.0,7.0,18.0,11.0,5.0,0,0.6666666666666666,4.0,10.0,0.7222222222222222,0.6363636363636364
700,53.0,10.0,8.0,4.0,1010.94,0.02,42.1,24.02,42555.56,0.34,2364.2,42.0,1.0,8.0,26.0,21.0,114.0,68.0,19.0,1,0.41509433962264153,4.666666666666667,47.5,0.22807017543859648,0.3088235294117647
9633,24.0,3.0,1.0,2.0,184.48,0.11,9.35,19.73,1724.86,0.06,95.83,16.0,5.0,1.0,11.0,10.0,25.0,17.0,5.0,0,0.25,2.6666666666666665,20.0,0.44,0.5882352941176471
4711,15.0,4.0,3.0,2.0,129.66,0.07,14.0,9.26,1815.21,0.04,100.84,10.0,0.0,3.0,14.0,6.0,18.0,12.0,7.0,0,0.6,3.3333333333333335,12.5,0.7777777777777778,0.5
5274,32.0,9.0,5.0,5.0,650.73,0.04,28.16,23.11,18322.03,0.22,1017.89,22.0,2.0,6.0,17.0,16.0,76.0,53.0,17.0,0,0.59375,2.75,27.0,0.2236842105263158,0.3018867924528302
9834,27.0,1.0,1.0,1.0,203.13,0.18,5.65,35.93,1148.47,0.07,63.8,14.0,8.0,3.0,7.0,13.0,26.0,21.0,1.0,0,0.1111111111111111,1.2727272727272727,20.5,0.2692307692307692,0.6190476190476191
1311,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.15,0.0,10.0,0.0,0.0
10409,5.0,1.0,1.0,1.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,1.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,0.6,0.0,3.0,1.0,1.0
1004,423.0,32.0,11.0,29.0,6976.04,0.01,147.05,47.44,1025844.72,2.33,56991.37,327.0,66.0,28.0,22.0,38.0,673.0,508.0,63.0,1,0.1702127659574468,3.478723404255319,375.0,0.03268945022288262,0.07480314960629922
503,24.0,5.0,1.0,2.0,262.33,0.12,8.53,30.75,2238.01,0.09,124.33,20.0,0.0,2.0,13.0,16.0,33.0,21.0,6.0,1,0.3333333333333333,10.0,22.0,0.3939393939393939,0.7619047619047619
3611,53.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.1320754716981132,0.0,26.5,0.0,0.0
5688,45.0,4.0,1.0,4.0,638.63,0.04,27.5,23.22,17562.36,0.21,975.69,33.0,2.0,7.0,22.0,18.0,75.0,45.0,7.0,0,0.2,3.6666666666666665,39.0,0.29333333333333333,0.4
9489,45.0,4.0,1.0,4.0,808.99,0.08,12.83,63.04,10382.04,0.27,576.78,35.0,0.0,8.0,11.0,30.0,81.0,70.0,7.0,0,0.2,4.375,40.0,0.13580246913580246,0.42857142857142855
1152,14.0,3.0,1.0,1.0,114.45,0.12,8.57,13.35,980.99,0.04,54.5,10.0,0.0,2.0,10.0,7.0,16.0,12.0,5.0,1,0.35714285714285715,5.0,12.0,0.625,0.5833333333333334
3668,26.0,3.0,1.0,3.0,454.95,0.09,11.45,39.72,5211.28,0.15,289.52,18.0,0.0,5.0,14.0,22.0,52.0,36.0,5.0,0,0.2692307692307692,3.6,22.0,0.2692307692307692,0.6111111111111112
9377,4.0,1.0,1.0,1.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2.0,0.0,0.0,4.0,2.0,4.0,2.0,1.0,0,0.75,0.0,3.0,1.0,1.0
3446,16.0,2.0,1.0,2.0,353.11,0.14,7.39,47.77,2609.93,0.12,145.0,13.0,0.0,1.0,10.0,23.0,36.0,34.0,3.0,0,0.3125,13.0,14.5,0.2777777777777778,0.6764705882352942
4200,20.0,3.0,1.0,3.0,323.33,0.06,17.5,18.48,5658.32,0.11,314.35,14.0,0.0,4.0,15.0,12.0,40.0,28.0,5.0,0,0.35,3.5,17.0,0.375,0.42857142857142855
9326,8.0,3.0,3.0,2.0,81.75,0.22,4.5,18.17,367.87,0.03,20.44,4.0,0.0,2.0,9.0,8.0,12.0,8.0,5.0,0,1.0,2.0,6.0,0.75,1.0
10145,107.0,1.0,1.0,1.0,2582.88,0.05,21.74,118.79,56161.17,0.86,3120.06,72.0,11.0,22.0,8.0,39.0,253.0,212.0,1.0,0,0.028037383177570093,2.1818181818181817,89.5,0.03162055335968379,0.18396226415094338
5039,38.0,10.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0,0.5,0.0,19.0,0.0,0.0
7026,22.0,5.0,1.0,3.0,341.84,0.07,15.0,22.79,5127.59,0.11,284.87,16.0,0.0,3.0,15.0,16.0,37.0,32.0,9.0,0,0.4090909090909091,5.333333333333333,19.0,0.40540540540540543,0.5
5166,21.0,3.0,3.0,2.0,254.79,0.08,12.12,21.03,3086.88,0.08,171.49,16.0,0.0,3.0,15.0,13.0,32.0,21.0,5.0,0,0.38095238095238093,5.333333333333333,18.5,0.46875,0.6190476190476191
10392,6.0,1.0,1.0,1.0,53.89,0.2,5.0,10.78,269.44,0.02,14.97,5.0,1.0,0.0,5.0,4.0,9.0,8.0,1.0,0,0.5,5.0,5.5,0.5555555555555556,0.5
5593,6.0,1.0,1.0,1.0,89.62,0.13,8.0,11.2,716.99,0.03,39.83,4.0,0.0,0.0,8.0,4.0,17.0,8.0,1.0,0,0.5,0.0,5.0,0.47058823529411764,0.5
4973,101.0,11.0,6.0,5.0,2393.22,0.03,38.65,61.93,92488.01,0.8,5138.22,83.0,0.0,18.0,35.0,72.0,196.0,159.0,18.0,0,0.21782178217821782,4.611111111111111,92.0,0.17857142857142858,0.4528301886792453
9748,35.0,7.0,1.0,4.0,642.55,0.05,21.0,30.6,13493.48,0.21,749.64,30.0,0.0,2.0,21.0,24.0,69.0,48.0,13.0,0,0.34285714285714286,15.0,32.5,0.30434782608695654,0.5
6575,19.0,2.0,1.0,2.0,227.55,0.19,5.18,43.96,1177.9,0.08,65.44,14.0,2.0,1.0,8.0,17.0,27.0,22.0,3.0,0,0.2631578947368421,4.666666666666667,16.5,0.2962962962962963,0.7727272727272727
